platform,title_message_lemmatized
android,работать вылетать вылетать заставка
android,фильтр доработать нажать скрыть кадровый агентство равно показываетодний кадровый агенство
android,хлам
android,80 вакансия водитель такси
android,рекламировать суть толком работать
android,весь минус поиск работа вахта находить
android,класс
android,подробнотить весь скрат балл
android,дибильный
android,очень вакансия показывать московский каторое нафиг нужный город найти ода вакансия
ios,неудобно ужасный рамка зп очень неудобный 15000 сразу 40000 очень мало критерий поиск интерфейс неудобный
android,невозможно войти код пароль пр простой шпион какой резюме создать писать аккаунт существовать заканчиваться сществовать далёкий
android,обновить оно работать ваш письмо зайти клик резюме оно прндлагать создать резюме оно версия сайт аидеть равно приложерие работать выйти тз аккаунт зашнл заново стать видно мой резюме
ios,сложно
android,реальный работадатель невозможно найти нормальный работа какой фейка чтоль
android,слишком лишний обязательный нужный полый правдоподобный регистрация возможный
android,чеба
android,здравствовать спасибо попытка помочь постоянно прокручиваться просмотреть объявление нужно показыватьстарый объявление стараться выложить новое версия объявление
android,куча непроверенный работодатель который вакансия фэйк который собирать информация торгаш рекламщик разный род мошенник hh стать клоачный соцсеть
android,хотеться возможность оставлять отзыв недобросовестный работодатель
android,хороший последний искать работа мочь откликаться вакансия писать удаться откликнуться вакансия почему мочь понять
android,уважаемый разработчик пожалуйста убрать возможность отправлять отказ работодатель соискатель очень неприятный момент стрессовый ситуация поиск работа ощущение специалист подбор персонал самоутверждаться направлять отказ издевательский формулировка внимательно ознакомиться ваш резюме уверить обратный связь достаточно кнопка пригласить остальной неуважение
android,присылать уведомление какой фигню работа 428 утро спасибоуроды уведомление проснуться женакоторать плохо спать желать весь умереть ваш ребёнок
android,удалять шлак навсегда безполезный хлам разместить резюме расписать мочь подробно весточка ваш резюме заблокировать модератор информация недостаточно информация решать делиться чуз
android,искать подработка постоянно удалять мой резюме
android,нормальный
android,очень
ios,вариант здравствовать сделать выбор опыт работа фильтр вариант менее год либо год либо гибко
ios,доработка начать бороться работодатель который просматривать оставить резюме пусть засорять лента свой вакансия тратить чужое время
android,работа
android,каждый открытие город вводить тупо
android,удобный преложениязадать расстояние фильтруешьвсё равно вахта ебеняудалять
android,мусор вакансия один вакансия водитель такси изменение зп штука 100 подряд моссервис столица мясной ряд шляпа
android,троечка местами текст вылазить форма местами поль ввод однострочный текст пол предполагать ввод большой структурировать текст
android,работать работать конкретика поиск фильтр определять
android,галина 12032020гмна нужный работа новокуйбышевск москвезря закачать приложениеудалять
ios,работать мочь редактировать дать
ios,фикнить вакансия сказать работодатель размещать объявление авить описание мусор сеть сомнительный вакансия резюме отправляться выдавать ошибка
android,реально найти нормальный работа фейка
android,ожидание скачивание
android,дизайн старый найти сотрудник нужно заплатить 3500р факт откликнуться точный местоположение нету один минус
android,хороший проект
android,фильтр отвратный
ios,поиск работать ужасно фильтр вводить искать интерфейс желать оставлять хороший поиск работать ужасно
android,мочь создать резюме жать сохранить
android,сделать поиск радиус ближний вакансия обвидение собственный зона карта
android,неудобный
android,очень сильно подвисать отвратительный грузить интернет 4g другой программа такой проблема возникать пожалеть установить потратить время
android,сергиев посад московский область владимирский исправить
android,пропасть сопроводительный автоматический письмо показывать вакансия который иметь отношение профессия
android,резюме писать очень лишний информация
android,хотеться найти
android,обновление переестать запускаться
android,всякий случай вакансия соответствовать
ios,дизайн глаз открыть посмотреть чат консультант чат работодатель чат мем 2012 год посмотреть чат нормальный апп попробовать сделать сарказм показывать слабость
ios,хороший ужасно бесить сторона приходить уведомление который мочь отключить смс почта вконтакте лс просто почта сообщение кнопка управление рассылка нажимать открываться сайт просто мочь отписаться рассылка почему неудобно почему настройка вкладка управление уведомление нету отписаться рассылка смс вконтакте взять иметь право присылать достаточно увдомление самый
ios,сам блокировать резюме
android,давать запрос выдавать другой удалять
android,работа один звезда справедливый ответ
android,находить поисковый система подбор вакансия
android,запустить реклама дело сайт ужасно неудобный тупить сворачиваться медленно новое вакансия прогружаться лента устанавливать быть
android,реклама установить пишитый серверный ошибка снести нафиг прога полно рабочий приложухнуть
android,скачать попробовать найти дистанционный работа мало найти ещё регистрация нужный
android,установка ползунок яркость экран стать себя увеличивать яркость
android,плохой приложпние поиск работа весь параметр
ios,идиотский получаться создать резюмеодень лагиудалять чёрт собачий
android,вчерашний день показывать вакансия ps мочь написать раздел обратный связь отправлять сообщение нажимать отправить происходить скидывать весь также мочь войти свой профиль доступ восстанавливаться
android,неплохой
android,класс
android,избранный сохраняться
android,удаваться открыть отклик уведомление зависать
ios,неудобный юзабилить практически отсутствовать
android,найти работа другой метод найти нормальный работа практически нереально отклик просмотр мало требоваться доработка
android,добавить статистика указывать часто работодатель появляться вакансия текучка кадр постоянно требоваться значит контора обрыганский гражданин обманывать работодатель
android,ужасно удалять войти возможно постоянно требовать подтверждение робот смочь войти
android,avito рулить
android,ок
android,работа найти реклама показывать полный чушь
android,мочь заполнить резюме пишитый ошибка заполнение
android,се
android,полезный куча звонок предложение сделать номинальный директор ещё называть подработка
android,пытаться найти подработка кругом шляпа копейка
android,почему мочь войти пароль менять весь равно мочь
android,писать зарплата 80 000 зарплата сдельный зависеть многий фактор выставлять такой объявление вредный преступно
android,привет весь
android,работать
android,онша емес
android,плохо
android,постоянно невозможно обновить
android,вроде нормальный приложениить писать человек предлагать куча мусор несовпадающий вакансия
ios,хороший хороший стор
android,максимально неудобный начинать выбор город заканчивать прочий фильтр плюс грузить долго
android,геолокацть показывать находиться выбор город сбрасывать фильтр
android,давать зарегистрироваться присылать письмо почта папка спам пусто
android,лепить вакансия весь россиихотя забить конкретный город
ios,просо тормоз время висеть просто кошмар невозможно пользоваться
android,поиск вакансия определённый организация показывать вакансия кто угодный интересовать организация непонятный интерфейс
android,огонь
android,постоянно выдавать ошибка вход невозможно начать поиск вакансия
ios,сделать нибудьвылетать фотография резюме фотография
android,точка зрение удобство использование довольно плохой практический точка зрение совершенно найти нормальный работа невозможно пользоваться hh год время работа найти свой нормальный работа находить знакомый
android,ребята фильтр ставить территориальный ограничение город спб подборка попадать вакансия расположить другой конец город такой предложение ошибочный
android,отключить уведомления равно приходятво дело
android,сайт мошенник
android,критический минус поиск раздел фильтр просмотреть вакансия работодатель который отправить резюме отклик работодатель другой вакансия работодатель должный присутствовать страница самый вакансия например работодатель предлагать должность сзао аналогичный вакансия цао должный сразу вид приходиться листать листать снова листать исходить возникать риторический вопрос веб версия сервис
android,фильтр город работать мало вакансия
android,хороший писать ряд дом сам предлагать вахта
android,отстой качать ххра
android,очень убогий
android,один агенство найти рабут реально удалять нах
android,плохой видеть свой жизнь
android,постоянный обновление время слетать аккаунт
android,всетаки переезд москва показать объявление мой город
android,центр найм водитель просто достать заспамиля весь поиск поиск вакансия карта понятный общий впечатление вахтовик таксист
android,шляпа
android,шляпа
android,фильтр работать
android,постоянно виснуть свидание
android,дорогой разработчик плохой нужно заполнять пункт удобно выдавать непонятный вакансия искать строительство пачка менеджер продажа курьер почтальон прочий вакансия иметь отношение тот искать общий авить гораздо удобный составить резюме нужно заполнять хотеть видеть другой
android,показывать вакансия требовать вышка арррра
android,туфта
android,модератор блокировать резюме составить плохой
android,взять удалить отзыв
android,обновление выбить полностью пропасть резюме поиск
ios,удобный интерфейс плохой интеграция мобильный устройство самый яркий пример процесс вход дора окно галочка робот
ios,вопрос здравствовать сказать пожалуйста почему сегодняшний утро март 2020 запуск запрашивать пароль appstore нажатие кнопка отмена закрываться
android,плитачник атделачник
android,супер неудобно телефон пк привыкнуть прощать кстати реклама очень мерзкий удача
android,один вакансия водитель такси
android,фильтр очень мало фильтровать выбирать ряд искать друг конец город искать опыт открывать опыт впринцип выбрать очень приходиться надобность
android,невозможно внести чёрный список нежелательный компания
android,ерунда искать удалять 15 минута
android,помойка работа пенсионерамять законой акт исполнение трудовой зокондательство работадатель словно договориться везде отказ один слово туфта потеря время
android,вход забыть аккаунт снова ввести пароль войти обнаружить мой резюме пропасть отклик раздел избранный
android,расстраивать готовый рюзюме сохранять вход дать пропасть потратить время насмарку
android,самый дерьмовый
android,советовать
android,отстой
android,хотеть обратиться ваш модер упырь знать составить мой резюме дебилизм мочь внести информация самый сам работа найти блокировать свой чересчур заумный мозги невозможно пользоваться ваш перемудрёный недоприложение умник
android,редактироваться резюме
android,понять резюме нету человек тажа самый авить
android,авить самый годный поиск работа остальной полный отстой
android,рука оторвать
android,нравиться
android,кроме такси фактически
android,невозможно загрузить фото загружать 30 сохранять либо делать два неделя просмотр хотя резюме заполнить полностью
ios,работать скачать зарегистрироваться добавлять резюме писать попробовать ещё сохранять
ios,кривой браузер заходить свободноа нетпостоять писать неправильно лог пароль
android,бестолковый вопросова результат нулевой
android,считать обязать анкета указывать работать искать подработка постоянный место работа прощаться
android,дизориентировать удалённый вакансия работодатель который найти сотрудник сидеть ждать ждать таки сделать какой штука такой вакансия долго висеть
android,пожалуйста допилить настройка выставить отсутствие уведомление почта вакансия релевантный мой запрос каждый утро уведомление приходить алгоритм поиск подбор резюме вакансия поскольку резюме показываться просто куча предложение совершенно соответствующий мой опыт алгоритм подбор базироваться один два фраза резюме странносделать умный
android,отвратительный выкинуть обновление кабинет мочь зайти
android,вакансия проверяться порой занятой
android,ужасный ваш резюме блокировать причина заказать 3000 обалдеть откуда такой цена самый дешёвый
android,найти работа три год последний время тупо выводить ошибка попробовать обновить написать 4месяц назад обновиться стать работать
android,зарегистрироваться скачать помощь интернет начинать регистрация писать имя фамилия номер телефон жать кнопка продолжить ответ действие пишеться экран работа требоваться доступ сеть вопрос какой сеть регестрация о0
ios,почему должный проходить какой задание просмотр обьявление
ios,неприятность обновление слететь аккаунт резюме отклик восстановить
ios,странно очень странно стать блокировать резюме
ios,перестать работать обновление
ios,назойливый слишком часто вылазить оценить
ios,норма работать фильтр регион
android,искать радиус 5км насчёт показывать конец россия официант повар посудомойка кассир вы фильтр наовать создать красота
android,отвратительный работать один работать другой служба поддержка отвечать почистить кэш жалкий зрелище
android,полный отстой дальний восток
android,сразу открыть вести поиск водитель скрыть кадр центр найм равно фильтровать кадр показать пролистать 200 вакансия один организация который должный попасть фильтр скрыть
android,гво
android,ня полный hh авить
android,тупой осуществление поиск вакансия необходимый ввести эл почта бред видеть никакой связь удолять
android,самый ужасный возможный
android,ужасный качать человек обман мошенник тот нацист работодатель
android,скачиваться
android,открывать один вакансия открываться другой
android,ряд поиск найти один вакансия население 70 тысяча работа говорить плохо работать общий
ios,виснуть скачать зависать вылетать
android,вакансия порой занятой
ios,поиск работа ряд дом поиск работа геолокация
android,фейков вакансия фильтр поиск работа указываться гражданство
android,добавить несколько резюме обновлять регулярно просмотр один просмотр появляться максимум два неделя невозможно сделать фильтр город станция метро подбор вакансия высвечивать вакансия весь россия
android,проплаченый объявление мешать нормальный поиск
android,хороший вакансия подбирать исходить резюме абсолютно подходящий огромный количество являться тот который обратить внимание
android,несколько месяц мочь зайти свой профиль писать неверный мэйл пароль сайт такой дать заходить каждый проблема год назад нарекание
android,развод анкета
android,поиск вакансия отладить очень плохо точно настроить фильтр поиск приносить посторонний трата время
android,очень плохо работать зависать уведомление приходить открываться
android,полный ебола сайт войти смочь
android,дерьмовый устаревание сброс пароль гугл делать предложение выйти зайти сайт убедиться робот выбесить один оторвать рука задница краб который функционал писать приделать плечо неужели мочь найти нормальный программист поиск работа гугл аккаунт зайти ок воспользоваться функционал родной привязать тот аккаунт гемора
android,меняустраевать
android,попробовать составить свой резюме пропустить специалист готовый денежка состряпать резюме составить сам папа римский написать оно нелепо составить написать очередной лохотрон площадь выкачивание деньга безработный люда
android,издевательство человек подставлять год назад занести чс компания проверить сохраниться бл просмотреть резюме куча неприятность неоднократно обновление настройка слетать вы постоянно какой проблема постоянно зася пытаться предугадать именно следующий косяк подстава подставить
android,ошибка регистрация всеудалить
android,прога полный постоянно просить пароль подтверждение робот итог смочь найти сотрудник
ios,работать обновление сразу вылетать вход просто работать
ios,искать работа самый беспонтовой который придумать телефон работодатель скрытын отклик резюме никто отвечаетихий просматривать работодатель сюда логикапосредник вид hh заламывать цена работодателямс цель заработать вздумать качать приложениезря потратить время
ios,открывать работать открываться
android,разработчик работать работать
android,фильтр работать
android,полный шляпан тратить время заполнение резюме личный даное
android,авторизация выдавать серверный ошибка работать удалить
android,один такси агентство
ios,фак кончить
android,вводить регион поиск уфа основное предлогаета вахта москва карочий качать толк
android,хороший один вахта
ios,работать постоянно открываться iphoneвылетать заход
ios,вакансия посмотреть хотябнуть сделать нн удобно отслеживать новое вакансия сообщать новое вакансия взваливаться подписка должный выискивать новый вакансия
ios,сделать вылетать давать открыть вакансия пользоваться возможно исправить пожалуйста быстрый
android,здравствовать объявление очень мало старое 30 объявление майкоп авить намного объявление очень очень недовольный такой ощущение забросить сайт
android,ерунда скачать регистрироваться перебрасывать работаtutby прийтись удалить
android,дико бесить вакансия игнорировать фильтр ставить галочка опыт показыть вакансия опыт загаловка вакансия описаниитый hr делаютудалять такой вакансииа уелом отлично
android,анкета невозможно заполнить жизнь расписать сайт весь запращиваета запрашивать замануха непонятный невозможно найти работа анкета заполнить
android,левый тратить времянета реальный работодателейпросмотр бот месяц один предложенияприглашение отклик удалить хернить
android,совершенно безполезный
android,очень сильно тормозитчерез пара минута сообщать отсутствие сеть интернет
android,приходить уведомление приглашение писать сп измениться смысл сайт зайти место свободный смарт найти потратить
android,идеодский понятный вазможный зарегистрировиться найти работа создать новый электронный почта получаться зайти советовать скачивать хернить
android,обновление вышибить удалить резюме кроме резюме 2015 годаодин регистрация думать оно ещё существовать испробовать попытка зайти другой почта профиль нулевой результат весь прийтись заполнять заново отклик вернуть отзыв один звезда удалить напечатать ещё прийтись ещё
android,определять мой место положение
android,сайт
android,работать последний обновление стать глючить зайти проверить оптимизировать ваш устройство спасибо большой
android,хотеться отзыв работодатель тратить время фейковыя вакансия недобросовестный фирма
android,должный зарегестрироваться чбы посмотреть работа
ios,25 здравствуйтебыть откровенныххра хороший поисковик вакансия многий немой удобноно сожаление лично найти работа использовать данный поисковик удаться столкнуться hr менеджерыв большинство удалённый кадровик временно нанятыеонить рассказать фирмеий интересовать лишь критерий отборабыль случай давать адресь собеседование мой профилюк пример искать вакансия логистаhr телефон говорить фирма искать логистаа факт фирма искать кладовщикаводителягрузчикасогласиться приятно рекламай думать мой дать сайт открытый доступить размещение резюме обрушиться звонок разный род реклама к второе пункт мочь отнести точто удалить резюме работодатель быть звонить ещё полгода годтак случиться мой женойдруг я возможно последствие какой либо обновленияно граф городить метро размещение происходить обмен местамия такой образ вместо город москваметро котельникистать город котельникиметро заметить несколько день
android,очень плохой советовать скачивать один просто видно дата выложить объявлнний второе просто перестать работать написать почта поддержка сказать поменять пороль такой сам знать ответить делать зря скачивать искать работа просто неправильный очень тяжело пользоваться
android,удалять убираюставить калининград вакансия смешивать другой город регион толкутолько время потерять тьфу
android,зайти ошибка резюме поднять личный кабинет отображать удалять
android,жать один вакансия открываться совершенно другой
android,фильтрация вакансийпредложение агенство осталисьмаленький база вакансия
android,один работа 90 предлагать кадровый агенствавторое ладный вход соцсеть один дело палить всена вход сбербанк ида че треснитдавать почта скинуть сразу пароль тд ваш сим карта завязать карта сбербанк наверник
android,удобный интерфейс сразу удалить
android,никчёмный фильтр работать
ios,здравствовать каждый вход информация вакансия выходить выбрасывать самый вверх удобно искать вакансия остановиться исправт ошибка пожалуйста
ios,давать создать резюме давать создать резюме
ios,загрузить резюме заполнение резюме выдавать ошибка сохранение говорить невозможно сохранить резюме загрузить фото версия айоса порядок интернет дело ответить пожалуйста
ios,плохой искать один вакансия хотя регион меняться тыкаться дурочечь
android,перестать работать связать
android,реально войти забыть пароль разработчик иметь технический возможность восстановить пароль mail вместо восстановить пароль mail предлагаться заполнить анкета деталь который легко ошибитсян проффесиональный данный момент испытывать проблема вход вариант видимый очевидный забыть свой резюме почта создать новое psпереть удачный попытка восстановить доступ акаунт пк новый пароль работать
ios,отзывчивый фильтр просмотреть отработать компания просить сделать фильтр новый отправить резюме организация необходимый выводить куча список выводиться кома отсылать кома отсылать понимание
android,утратить актуальность рынок работодатель неадекватный искать резюме бумажка работник заполнять рабочий место брать профи работа хедхантера запретить публиковать вакансия компетенция космонавт должность секретарша менеджер руководитель маркетолог запретить мода правильный резюме человек работать опыт здоровый человек опыт 10 год работать любой место запретить мода резюме сделать мода опыт желание
android,fufloooo
android,поиск один специальность выдавать сразу двести лишм котро нужный
android,вылетать повторный вход переключение другой
android,блокировать резюме адекватный причина
android,упустить отклик работодатель решить пароль устарелый разлогинить сообщить приоритет дружить
android,такой заморочка резюмепредлагать сделать отзыв работодатель
android,заполнить резюме указать место работа срок работа соответствие поиск вакансия ключевой навык достижение обязанность хобби учебный заведение другой дополнительный информация получиться 2014 2017 резюме заблокировать причина блокировка указать место работа последний месяц работа офигель работать считать нужный указывать удалить аккаунт
android,мочь найти работа специальность машинист мостовый козловый кран слать поподить всякий ерунда мой специальность работа искать вахтовый метод слать другой предложение
android,шлак
android,плохо номер телефон сразу просматривать резюме
android,поменять телефон номер выдавать дать номер зарегистрировать
android,слетаетприложение
android,распределение женский мужской вакансия
android,несколько регистрироваться дать мой исчезнуть резюме
android,15 год знать написать должность принять мой резюме сказать пожалуйста изменить отзыв поставить звёздочка заметить отзыв
android,поиск город никакой вахта москва вахта санкт петербург советовать один звезда дизайн
android,работать работодатель
android,норма
android,недоработать выставлять критерий поиск равно выдавать подряд
android,hh юзать пошло установить потыкаться удалить
android,вакансия адекватный остольный штука 70 один тот фирма один объявление зп чучуть изменять hh намного вакансия нету такой один объявление 70 вариация висеть
android,добавить фильтр поиск вакансия доступный инвалид
android,показывать вакансия ряд дом итог удалить пять минута пользование
android,конченый
ios,работать фильтр поиск работа фильтровать приоритет работать фильтр график работа скрывать вакансия кадровый агенство нажатие найти работа выдавать вариант опция фильтр
ios,мисак очень ужасный советовать мочь настроить резюме
android,постоянный глюк приложенияфильтр поиск работать
android,поиск полный беда
android,добавить фильтр поиск вакансия доступный человек инвалидность
android,наверно рф
android,абсолютно неприменимый
android,здравствовать просить разобраться почему работать устройство постоянно обновлять резюме никакой просмотр отклик такой ранее ответить пожалуйста возможно заблокировать написать обратный связь думать заблокировать ждать ответ
android,сделать размещать резюме разный професия
ios,плохо год искать работа
android,просмотр рекомендация половина вакансия соответствовать удалять разработчик плохой рука оторвать шлак полный
android,явно стать худой весь построить выкачивание ваш деньга
android,сделать возможно нормальный составить отправить сопроводительный письмо вернуть прежний версия
android,считать стоить изменить позиция указание заработный плата резюме фиксировать сумма работодатель часто писать место работа город улица дом считать нужно ввести обязательный позиция
android,bugreport редактирование параметр существующий подписка создаваться новый безымянный подписка неудобно получение уведомление необходимый разрешать отправка ещё почта здорово группировать одинаковый вакансия который отличаться география например
android,такой
android,ужасно резюме создать оно каждый месяц вылетать точнее выходить личный страница твой заполнить полностью резюме просить заново зайти 10ый вылетать происходить
